# sensor 0 OK
# sensor 1 OK
# sensor 2 OK
# sensor 3 OK
# sensor 4 OK
# sensor 5 OK
# sensor 0 = onboard LSM6DS3, 1..5 = finger MPU-6050
# SUBTRACT_GYRO_BIAS=1
# units: quat unitless, roll/pitch/yaw deg
millis,sensor_id,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg
# calib_start hold_still_ms=10000
# ---- gyro bias table (deg/s) from still window ----
# sensor_id,n,bias_x,bias_y,bias_z,std_x,std_y,std_z
# 0,1001,-0.198,-1.596,-0.458,0.213,0.049,0.055
# 1,1001,1.071,2.047,1.060,0.081,0.109,0.084
# 2,1001,0.360,2.009,-1.217,0.090,0.125,0.085
# 3,1001,-0.938,3.508,-0.463,0.089,0.147,0.084
# 4,1001,-0.317,3.755,-1.464,0.091,0.203,0.101
# 5,1001,5.788,-6.984,-0.814,0.286,0.344,0.119
# --------------------------------------------------
# ---- seeding orientation from calibration-window accel ----
# sensor 0 seed_accel=0.010,-0.013,1.006
# sensor 1 seed_accel=0.999,-0.001,0.148
# sensor 2 seed_accel=0.993,-0.015,0.220
# sensor 3 seed_accel=0.991,0.014,0.220
# sensor 4 seed_accel=0.975,-0.002,0.260
# sensor 5 seed_accel=1.230,0.171,0.097
# calib_end — fusion running now
28877,4,0.86192,0.33057,-0.37420,0.08824,45.14,-44.70,-7.70
28877,5,0.67799,0.53372,-0.17048,0.47584,56.46,-47.65,43.45
28889,0,0.91802,-0.22926,0.20764,0.24811,-21.46,29.67,24.50
28889,1,0.84423,0.33183,-0.41480,0.07153,48.99,-48.40,-13.46
28889,2,0.86384,0.30719,-0.39331,0.06875,43.52,-46.20,-10.22
28889,3,0.85251,0.35724,-0.36587,0.10835,48.00,-44.53,-6.17
28889,4,0.86583,0.33556,-0.36022,0.08934,45.08,-43.14,-6.85
28889,5,0.68029,0.53115,-0.15653,0.48019,55.95,-46.31,44.84
28901,0,0.91268,-0.24276,0.21079,0.25228,-23.00,30.48,24.56
28901,1,0.84922,0.33644,-0.40046,0.07256,48.58,-46.80,-12.33
28901,2,0.86824,0.31240,-0.37905,0.06988,43.41,-44.58,-9.33
28901,3,0.85679,0.36156,-0.35102,0.10941,47.80,-42.89,-5.20
28901,4,0.86976,0.34069,-0.34539,0.09031,45.05,-41.48,-5.99
28901,5,0.68275,0.52819,-0.14054,0.48490,55.47,-44.76,46.34
28914,0,0.90691,-0.25713,0.21367,0.25640,-24.68,31.29,24.56
28914,1,0.85470,0.34164,-0.38386,0.07370,48.18,-44.95,-11.10
28914,2,0.87272,0.31788,-0.36369,0.07101,43.33,-42.84,-8.41
28914,3,0.86151,0.36635,-0.33371,0.11061,47.61,-41.00,-4.10
28914,4,0.87376,0.34598,-0.32938,0.09134,45.04,-39.70,-5.09
28914,5,0.68504,0.52503,-0.12474,0.48938,55.04,-43.22,47.76
28925,0,0.90044,-0.27248,0.21683,0.26067,-26.50,32.18,24.52
28925,1,0.85980,0.34656,-0.36752,0.07467,47.86,-43.14,-9.97
28925,2,0.87725,0.32344,-0.34730,0.07213,43.27,-40.99,-7.47
28925,3,0.86583,0.37087,-0.31675,0.11162,47.47,-39.15,-3.08
28925,4,0.87769,0.35141,-0.31252,0.09225,45.08,-37.84,-4.19
28925,5,0.68730,0.52168,-0.10818,0.49372,54.69,-41.59,49.16
28937,0,0.89338,-0.28822,0.22043,0.26498,-28.39,33.13,24.43
28937,1,0.86479,0.35174,-0.35030,0.07555,47.60,-41.22,-8.85
28937,2,0.88158,0.32926,-0.33022,0.07321,43.28,-39.08,-6.54
28937,3,0.86997,0.37556,-0.29904,0.11261,47.39,-37.22,-2.06
28937,4,0.88140,0.35702,-0.29495,0.09318,45.17,-35.91,-3.28
28937,5,0.68934,0.51805,-0.09092,0.49816,54.39,-39.90,50.58
28949,0,0.88573,-0.30446,0.22400,0.26947,-30.37,34.12,24.32
28949,1,0.86952,0.35700,-0.33262,0.07655,47.41,-39.28,-7.75
28949,2,0.88562,0.33521,-0.31269,0.07445,43.35,-37.14,-5.60
28949,3,0.87378,0.38034,-0.28093,0.11370,47.38,-35.27,-1.05
28949,4,0.88475,0.36274,-0.27703,0.09425,45.31,-33.96,-2.36
28949,5,0.69103,0.51426,-0.07344,0.50261,54.15,-38.20,51.98
28960,0,0.87764,-0.32058,0.22767,0.27412,-32.37,35.13,24.19
28960,1,0.87382,0.36230,-0.31490,0.07758,47.30,-37.34,-6.69
28960,2,0.88919,0.34113,-0.29534,0.07576,43.47,-35.23,-4.69
28960,3,0.87724,0.38492,-0.26285,0.11486,47.40,-33.34,-0.06
28960,4,0.88767,0.36839,-0.25931,0.09535,45.50,-32.05,-1.47
28960,5,0.69240,0.51043,-0.05622,0.50683,53.97,-36.53,53.33
28972,0,0.86946,-0.33593,0.23130,0.27874,-34.30,36.12,24.06
28972,1,0.87760,0.36746,-0.29769,0.07860,47.26,-35.47,-5.70
28972,2,0.89235,0.34678,-0.27843,0.07704,43.62,-33.39,-3.82
28972,3,0.88037,0.38897,-0.24534,0.11604,47.42,-31.48,0.90
28972,4,0.89013,0.37375,-0.24227,0.09638,45.72,-30.22,-0.63
28972,5,0.69356,0.50658,-0.03942,0.51068,53.87,-34.90,54.59
28984,0,0.86126,-0.35069,0.23471,0.28312,-36.20,37.08,23.89
28984,1,0.88094,0.37233,-0.28104,0.07954,47.26,-33.67,-4.76
28984,2,0.89510,0.35218,-0.26200,0.07820,43.80,-31.61,-3.00
28984,3,0.88285,0.39315,-0.22869,0.11711,47.54,-29.73,1.78
28984,4,0.89220,0.37884,-0.22580,0.09738,45.97,-28.47,0.17
28984,5,0.69449,0.50270,-0.02312,0.51424,53.81,-33.31,55.78
28996,0,0.85308,-0.36482,0.23794,0.28730,-38.05,38.00,23.68
28996,1,0.88386,0.37686,-0.26513,0.08051,47.30,-31.96,-3.89
28996,2,0.89743,0.35732,-0.24628,0.07932,44.01,-29.92,-2.22
28996,3,0.88496,0.39700,-0.21279,0.11814,47.67,-28.06,2.61
28996,4,0.89389,0.38358,-0.21013,0.09836,46.23,-26.82,0.94
28996,5,0.69511,0.49896,-0.00765,0.51750,53.80,-31.81,56.89
29007,0,0.84508,-0.37809,0.24094,0.29127,-39.83,38.86,23.47
29007,1,0.88636,0.38104,-0.25007,0.08148,47.36,-30.36,-3.06
29007,2,0.89935,0.36215,-0.23142,0.08040,44.25,-28.33,-1.50
29007,3,0.88673,0.40052,-0.19773,0.11914,47.82,-26.49,3.39
29007,4,0.89524,0.38794,-0.19540,0.09933,46.48,-25.27,1.66
29007,5,0.69547,0.49537,0.00693,0.52047,53.82,-30.40,57.92
29019,0,0.83735,-0.39048,0.24370,0.29494,-41.52,39.68,23.23
29019,1,0.88852,0.38475,-0.23605,0.08233,47.42,-28.87,-2.31
29019,2,0.90094,0.36654,-0.21760,0.08130,44.48,-26.85,-0.84
29019,3,0.88822,0.40360,-0.18382,0.11993,47.96,-25.05,4.09
29019,4,0.89633,0.39179,-0.18184,0.10010,46.73,-23.85,2.32
29019,5,0.69575,0.49199,0.02025,0.52295,53.88,-29.10,58.83
29031,0,0.83012,-0.40173,0.24622,0.29815,-43.09,40.42,22.97
29031,1,0.89030,0.38810,-0.22329,0.08300,47.51,-27.52,-1.65
29031,2,0.90221,0.37045,-0.20507,0.08206,44.70,-25.52,-0.24
29031,3,0.88937,0.40638,-0.17127,0.12061,48.12,-23.74,4.72
29031,4,0.89712,0.39529,-0.16963,0.10076,46.98,-22.58,2.90
29031,5,0.69582,0.48893,0.03222,0.52511,53.95,-27.95,59.64
# rate_hz=84.5 frames=169 over_ms=2001
29042,0,0.82291,-0.41239,0.24889,0.30134,-44.61,41.16,22.71
29042,1,0.89162,0.39125,-0.21197,0.08370,47.63,-26.33,-1.06
29042,2,0.90307,0.37417,-0.19387,0.08285,44.95,-24.34,0.29
29042,3,0.89007,0.40913,-0.16019,0.12136,48.32,-22.61,5.28
29042,4,0.89749,0.39870,-0.15885,0.10157,47.25,-21.48,3.43
29042,5,0.69547,0.48651,0.04289,0.52705,54.08,-26.95,60.37
29054,0,0.81672,-0.42104,0.25123,0.30426,-45.85,41.80,22.51
29054,1,0.89244,0.39440,-0.20209,0.08458,47.81,-25.30,-0.54
29054,2,0.90352,0.37778,-0.18414,0.08383,45.22,-23.33,0.77
29054,3,0.89034,0.41188,-0.15061,0.12235,48.54,-21.65,5.79
29054,4,0.89751,0.40196,-0.14957,0.10262,47.54,-20.55,3.92
29054,5,0.69470,0.48471,0.05220,0.52888,54.25,-26.12,61.01
29066,0,0.81114,-0.42834,0.25333,0.30726,-46.89,42.39,22.40
29066,1,0.89284,0.39749,-0.19366,0.08569,48.01,-24.45,-0.06
29066,2,0.90359,0.38129,-0.17580,0.08503,45.51,-22.49,1.22
29066,3,0.89026,0.41459,-0.14245,0.12355,48.79,-20.86,6.26
29066,4,0.89718,0.40539,-0.14108,0.10402,47.87,-19.72,4.40
29066,5,0.69356,0.48353,0.06026,0.53061,54.44,-25.44,61.59
29078,0,0.80615,-0.43433,0.25528,0.31035,-47.74,42.94,22.37
29078,1,0.89289,0.40050,-0.18654,0.08694,48.24,-23.75,0.37
29078,2,0.90336,0.38491,-0.16822,0.08652,45.84,-21.75,1.65
29078,3,0.88991,0.41722,-0.13558,0.12489,49.05,-20.21,6.68
29078,4,0.89666,0.40843,-0.13443,0.10545,48.17,-19.10,4.81
29078,5,0.69218,0.48282,0.06722,0.53221,54.66,-24.89,62.10
29089,0,0.80177,-0.43912,0.25700,0.31352,-48.39,43.43,22.42
29089,1,0.89271,0.40336,-0.18047,0.08831,48.48,-23.17,0.75
29089,2,0.90297,0.38808,-0.16221,0.08798,46.14,-21.17,2.03
29089,3,0.88940,0.41978,-0.12963,0.12629,49.31,-19.67,7.06
29089,4,0.89601,0.41132,-0.12871,0.10689,48.47,-18.58,5.19
29089,5,0.69070,0.48242,0.07342,0.53369,54.88,-24.42,62.56
29101,0,0.79784,-0.44314,0.25857,0.31658,-48.93,43.88,22.51
29101,1,0.89239,0.40614,-0.17512,0.08959,48.72,-22.66,1.10
29101,2,0.90247,0.39105,-0.15697,0.08937,46.42,-20.68,2.36
29101,3,0.88880,0.42223,-0.12438,0.12762,49.57,-19.20,7.41
29101,4,0.89529,0.41407,-0.12361,0.10826,48.76,-18.12,5.52
29101,5,0.68922,0.48219,0.07894,0.53501,55.10,-24.03,62.97
29113,0,0.79424,-0.44666,0.26006,0.31945,-49.40,44.30,22.61
29113,1,0.89198,0.40885,-0.17026,0.09072,48.97,-22.20,1.40
29113,2,0.90192,0.39390,-0.15222,0.09065,46.71,-20.24,2.66
29113,3,0.88810,0.42471,-0.11961,0.12880,49.84,-18.78,7.72
29113,4,0.89451,0.41678,-0.11893,0.10955,49.06,-17.70,5.83
29113,5,0.68771,0.48216,0.08403,0.53621,55.34,-23.67,63.35
29125,0,0.79079,-0.44982,0.26159,0.32230,-49.82,44.72,22.72
29125,1,0.89144,0.41163,-0.16567,0.09190,49.24,-21.78,1.69
29125,2,0.90125,0.39681,-0.14771,0.09200,47.01,-19.83,2.96
29125,3,0.88727,0.42733,-0.11500,0.13005,50.13,-18.37,8.02
29125,4,0.89362,0.41960,-0.11441,0.11087,49.37,-17.31,6.14
29125,5,0.68605,0.48230,0.08902,0.53740,55.58,-23.34,63.72
29136,0,0.78729,-0.45296,0.26312,0.32521,-50.23,45.15,22.84
29136,1,0.89082,0.41455,-0.16099,0.09315,49.53,-21.35,2.00
29136,2,0.90051,0.39984,-0.14309,0.09346,47.32,-19.42,3.28
29136,3,0.88635,0.43009,-0.11022,0.13137,50.45,-17.96,8.35
29136,4,0.89262,0.42257,-0.10970,0.11233,49.70,-16.90,6.47
29136,5,0.68419,0.48246,0.09417,0.53874,55.85,-23.02,64.12
29148,0,0.78360,-0.45627,0.26460,0.32828,-50.67,45.58,22.96
29148,1,0.89010,0.41767,-0.15597,0.09455,49.85,-20.89,2.33
29148,2,0.89967,0.40306,-0.13815,0.09512,47.66,-18.98,3.62
29148,3,0.88533,0.43304,-0.10494,0.13284,50.79,-17.51,8.70
29148,4,0.89152,0.42578,-0.10448,0.11396,50.07,-16.46,6.84
29148,5,0.68213,0.48257,0.09993,0.54022,56.13,-22.65,64.57
29160,0,0.77948,-0.45993,0.26619,0.33169,-51.16,46.06,23.10
29160,1,0.88932,0.42107,-0.15017,0.09618,50.18,-20.37,2.73
29160,2,0.89873,0.40659,-0.13245,0.09707,48.03,-18.48,4.04
29160,3,0.88426,0.43619,-0.09865,0.13454,51.15,-16.97,9.14
29160,4,0.89033,0.42923,-0.09827,0.11584,50.46,-15.93,7.28
29160,5,0.67986,0.48239,0.10663,0.54197,56.44,-22.20,65.10
29171,0,0.77485,-0.46398,0.26775,0.33561,-51.69,46.58,23.28
29171,1,0.88855,0.42468,-0.14327,0.09797,50.54,-19.74,3.19
29171,2,0.89777,0.41034,-0.12567,0.09916,48.42,-17.88,4.52
29171,3,0.88316,0.43946,-0.09124,0.13631,51.53,-16.32,9.63
29171,4,0.88910,0.43282,-0.09097,0.11783,50.87,-15.29,7.79
29171,5,0.67748,0.48183,0.11428,0.54388,56.75,-21.67,65.71
29183,0,0.76942,-0.46902,0.26948,0.33970,-52.40,47.17,23.40
29183,1,0.88790,0.42828,-0.13509,0.09981,50.88,-18.99,3.73
29183,2,0.89684,0.41418,-0.11770,0.10135,48.81,-17.16,5.06
29183,3,0.88213,0.44262,-0.08269,0.13819,51.89,-15.56,10.20
29183,4,0.88791,0.43640,-0.08246,0.11990,51.28,-14.54,8.37
29183,5,0.67503,0.48071,0.12295,0.54602,57.05,-21.04,66.41
29195,0,0.76329,-0.47514,0.27102,0.34376,-53.31,47.77,23.43
29195,1,0.88740,0.43167,-0.12574,0.10182,51.19,-18.12,4.35
29195,2,0.89601,0.41794,-0.10846,0.10361,49.20,-16.32,5.68
29195,3,0.88114,0.44566,-0.07295,0.14019,52.26,-14.69,10.85
29195,4,0.88674,0.43990,-0.07275,0.12205,51.69,-13.67,9.03
29195,5,0.67251,0.47908,0.13253,0.54832,57.36,-20.31,67.19
29207,0,0.75660,-0.48220,0.27220,0.34778,-54.40,48.36,23.39
29207,1,0.88692,0.43504,-0.11521,0.10406,51.49,-17.15,5.06
29207,2,0.89515,0.42172,-0.09799,0.10611,49.59,-15.36,6.39
29207,3,0.88008,0.44869,-0.06200,0.14244,52.63,-13.71,11.58
29207,4,0.88546,0.44345,-0.06186,0.12445,52.12,-12.70,9.77
29207,5,0.66954,0.47669,0.14398,0.55113,57.69,-19.43,68.15
29219,0,0.74913,-0.49013,0.27325,0.35202,-55.66,48.98,23.29
29219,1,0.88641,0.43853,-0.10283,0.10672,51.81,-16.02,5.91
29219,2,0.89413,0.42564,-0.08675,0.10876,50.01,-14.34,7.15
29219,3,0.87892,0.45173,-0.04923,0.14498,53.03,-12.56,12.45
29219,4,0.88414,0.44686,-0.05009,0.12687,52.54,-11.65,10.56
29219,5,0.66673,0.47400,0.15513,0.55384,57.99,-18.55,69.09
29231,0,0.74128,-0.49827,0.27427,0.35638,-56.98,49.62,23.18
29231,1,0.88581,0.44169,-0.09117,0.10929,52.12,-14.95,6.72
29231,2,0.89305,0.42934,-0.07531,0.11157,50.42,-13.31,7.95
29231,3,0.87776,0.45446,-0.03670,0.14715,53.41,-11.43,13.27
29231,4,0.88256,0.45046,-0.03805,0.12933,53.02,-10.58,11.38
29231,5,0.66392,0.47087,0.16690,0.55645,58.30,-17.60,70.06
29243,0,0.73290,-0.50691,0.27544,0.36061,-58.44,50.29,22.97
29243,1,0.88511,0.44489,-0.07886,0.11153,52.46,-13.82,7.53
29243,2,0.89191,0.43302,-0.06312,0.11404,50.85,-12.20,8.75
29243,3,0.87645,0.45730,-0.02346,0.14888,53.84,-10.21,14.09
29243,4,0.88090,0.45398,-0.02544,0.13142,53.52,-9.45,12.20
29243,5,0.66129,0.46740,0.17919,0.55868,58.63,-16.57,71.03
29254,0,0.72405,-0.51598,0.27685,0.36452,-60.05,50.99,22.63
29254,1,0.88428,0.44818,-0.06585,0.11335,52.83,-12.59,8.33
29254,2,0.89065,0.43675,-0.05020,0.11608,51.32,-11.00,9.55
29254,3,0.87493,0.46021,-0.00987,0.15035,54.31,-8.96,14.90
29254,4,0.87911,0.45750,-0.01209,0.13305,54.05,-8.22,13.01
29254,5,0.65876,0.46355,0.19205,0.56059,58.99,-15.47,72.01
29266,0,0.71395,-0.52618,0.27859,0.36851,-61.94,51.78,22.12
29266,1,0.88330,0.45155,-0.05211,0.11474,53.25,-11.28,9.13
29266,2,0.88908,0.44088,-0.03555,0.11791,51.87,-9.62,10.42
29266,3,0.87327,0.46305,0.00425,0.15151,54.81,-7.64,15.72
29266,4,0.87697,0.46133,0.00301,0.13452,54.66,-6.82,13.91
29266,5,0.65618,0.45949,0.20535,0.56225,59.39,-14.31,72.99
29278,0,0.70402,-0.53586,0.28049,0.37219,-63.82,52.55,21.56
29278,1,0.88225,0.45475,-0.03758,0.11589,53.67,-9.89,9.96
29278,2,0.88761,0.44431,-0.02251,0.11929,52.36,-8.39,11.18
29278,3,0.87148,0.46572,0.01892,0.15255,55.33,-6.26,16.57
29278,4,0.87499,0.46445,0.01628,0.13566,55.20,-5.60,14.70
29278,5,0.65332,0.45529,0.21904,0.56383,59.83,-13.13,74.01
29290,0,0.69366,-0.54609,0.28212,0.37555,-65.87,53.28,20.86
29290,1,0.88099,0.45784,-0.02275,0.11713,54.12,-8.47,10.81
29290,2,0.88579,0.44801,-0.00796,0.12080,52.92,-7.03,12.03
29290,3,0.86945,0.46833,0.03376,0.15360,55.87,-4.88,17.45
29290,4,0.87256,0.46790,0.03095,0.13693,55.82,-4.25,15.58
29290,5,0.65024,0.45099,0.23291,0.56529,60.30,-11.95,75.05
29301,0,0.68295,-0.55618,0.28387,0.37902,-67.98,54.03,20.11
29301,1,0.87952,0.46079,-0.00798,0.11850,54.58,-7.08,11.69
29301,2,0.88372,0.45165,0.00658,0.12248,53.50,-5.68,12.92
29301,3,0.86727,0.47062,0.04829,0.15501,56.40,-3.56,18.36
29301,4,0.87002,0.47099,0.04550,0.13843,56.43,-2.94,16.51
29301,5,0.64687,0.44666,0.24644,0.56685,60.78,-10.81,76.10
29313,0,0.67231,-0.56597,0.28527,0.38247,-70.09,54.74,19.36
29313,1,0.87787,0.46356,0.00631,0.12012,55.04,-5.76,12.58
29313,2,0.88154,0.45498,0.02066,0.12436,54.06,-4.40,13.81
29313,3,0.86487,0.47284,0.06225,0.15665,56.94,-2.32,19.27
29313,4,0.86733,0.47388,0.05944,0.14016,57.04,-1.70,17.43
29313,5,0.64323,0.44254,0.25942,0.56843,61.27,-9.75,77.15
29325,0,0.66189,-0.57515,0.28651,0.38601,-72.12,55.42,18.64
29325,1,0.87598,0.46627,0.01982,0.12191,55.52,-4.53,13.46
29325,2,0.87915,0.45822,0.03396,0.12641,54.64,-3.22,14.70
29325,3,0.86229,0.47505,0.07534,0.15845,57.49,-1.18,20.18
29325,4,0.86450,0.47666,0.07244,0.14211,57.65,-0.59,18.35
29325,5,0.63938,0.43878,0.27162,0.56999,61.77,-8.79,78.17
29336,0,0.65190,-0.58357,0.28758,0.38957,-74.04,56.06,17.97
29336,1,0.87392,0.46890,0.03237,0.12388,56.00,-3.42,14.32
29336,2,0.87666,0.46129,0.04631,0.12860,55.21,-2.15,15.57
29336,3,0.85956,0.47726,0.08743,0.16040,58.05,-0.16,21.05
29336,4,0.86157,0.47936,0.08438,0.14419,58.25,0.41,19.23
29336,5,0.63538,0.43543,0.28288,0.57155,62.27,-7.95,79.14
29348,0,0.64242,-0.59119,0.28848,0.39314,-75.83,56.67,17.37
29348,1,0.87169,0.47154,0.04397,0.12600,56.50,-2.42,15.15
29348,2,0.87405,0.46429,0.05770,0.13092,55.78,-1.19,16.41
29348,3,0.85670,0.47953,0.09859,0.16251,58.62,0.75,21.90
29348,4,0.85827,0.48229,0.09623,0.14666,58.91,1.36,20.16
29348,5,0.63122,0.43257,0.29335,0.57306,62.79,-7.21,80.07
29360,0,0.63348,-0.59799,0.28933,0.39674,-77.46,57.25,16.83
29360,1,0.86930,0.47426,0.05451,0.12813,57.02,-1.53,15.94
29360,2,0.87134,0.46732,0.06813,0.13321,56.36,-0.33,17.21
29360,3,0.85374,0.48188,0.10875,0.16462,59.20,1.55,22.71
29360,4,0.85541,0.48482,0.10528,0.14877,59.47,2.05,20.91
29360,5,0.62701,0.43017,0.30303,0.57445,63.31,-6.56,80.94
29372,0,0.62510,-0.60399,0.29016,0.40031,-78.96,57.81,16.35
29372,1,0.86683,0.47701,0.06408,0.13021,57.54,-0.75,16.67
29372,2,0.86860,0.47028,0.07753,0.13547,56.93,0.42,17.95
29372,3,0.85076,0.48428,0.11798,0.16662,59.77,2.26,23.46
29372,4,0.85206,0.48778,0.11499,0.15113,60.11,2.78,21.73
29372,5,0.62287,0.42825,0.31188,0.57564,63.83,-6.00,81.75
29383,0,0.61734,-0.60924,0.29108,0.40372,-80.32,58.36,15.91
29383,1,0.86439,0.47969,0.07272,0.13206,58.05,-0.06,17.34
29383,2,0.86570,0.47340,0.08669,0.13764,57.53,1.13,18.69
29383,3,0.84790,0.48659,0.12627,0.16838,60.32,2.88,24.14
29383,4,0.84908,0.49041,0.12305,0.15305,60.69,3.37,22.41
29383,5,0.61895,0.42673,0.31984,0.57662,64.33,-5.52,82.47
29395,0,0.61022,-0.61383,0.29207,0.40687,-81.57,58.86,15.48
29395,1,0.86201,0.48227,0.08051,0.13369,58.54,0.56,17.95
29395,2,0.86309,0.47617,0.09428,0.13944,58.06,1.72,19.31
29395,3,0.84513,0.48885,0.13376,0.16996,60.85,3.43,24.76
29395,4,0.84621,0.49294,0.13035,0.15477,61.24,3.90,23.04
29395,5,0.61521,0.42557,0.32711,0.57742,64.82,-5.10,83.13
29407,0,0.60363,-0.61787,0.29311,0.40982,-82.71,59.35,15.07
29407,1,0.85970,0.48476,0.08756,0.13513,59.02,1.12,18.50
29407,2,0.86058,0.47882,0.10118,0.14110,58.57,2.24,19.88
29407,3,0.84247,0.49103,0.14059,0.17137,61.36,3.93,25.33
29407,4,0.84345,0.49537,0.13703,0.15632,61.77,4.37,23.62
29407,5,0.61163,0.42462,0.33383,0.57807,65.30,-4.74,83.73
29418,0,0.59750,-0.62149,0.29413,0.41259,-83.78,59.81,14.68
29418,1,0.85745,0.48714,0.09408,0.13647,59.48,1.63,19.02
29418,2,0.85814,0.48133,0.10753,0.14265,59.06,2.71,20.41
29418,3,0.83991,0.49309,0.14697,0.17267,61.84,4.39,25.87
29418,4,0.84078,0.49765,0.14328,0.15779,62.27,4.81,24.17
29418,5,0.60815,0.42381,0.34013,0.57867,65.76,-4.40,84.31
29430,0,0.59169,-0.62484,0.29507,0.41522,-84.80,60.24,14.30
29430,1,0.85529,0.48934,0.10026,0.13778,59.91,2.10,19.51
29430,2,0.85580,0.48366,0.11359,0.14414,59.53,3.15,20.92
29430,3,0.83744,0.49500,0.15302,0.17395,62.30,4.82,26.39
29430,4,0.83822,0.49977,0.14923,0.15920,62.75,5.22,24.69
29430,5,0.60480,0.42297,0.34615,0.57922,66.20,-4.09,84.86
29442,0,0.58616,-0.62803,0.29587,0.41767,-85.78,60.63,13.92
29442,1,0.85318,0.49140,0.10626,0.13902,60.33,2.56,20.00
29442,2,0.85351,0.48587,0.11946,0.14554,59.98,3.58,21.42
29442,3,0.83503,0.49678,0.15896,0.17513,62.75,5.25,26.89
29442,4,0.83572,0.50176,0.15512,0.16049,63.22,5.64,25.21
29442,5,0.60159,0.42205,0.35198,0.57972,66.62,-3.78,85.40
29454,0,0.58082,-0.63112,0.29659,0.41998,-86.75,61.00,13.54
29454,1,0.85119,0.49322,0.11220,0.14005,60.73,3.03,20.46
29454,2,0.85137,0.48781,0.12519,0.14677,60.40,4.01,21.90
29454,3,0.83279,0.49829,0.16489,0.17601,63.18,5.69,27.37
29454,4,0.83339,0.50348,0.16095,0.16146,63.66,6.07,25.70
29454,5,0.59872,0.42086,0.35769,0.58006,67.01,-3.44,85.91
29465,0,0.57562,-0.63429,0.29726,0.42188,-87.77,61.33,13.08
29465,1,0.84939,0.49473,0.11820,0.14075,61.09,3.53,20.90
29465,2,0.84938,0.48949,0.13100,0.14761,60.79,4.48,22.34
29465,3,0.83075,0.49950,0.17088,0.17653,63.56,6.18,27.82
29465,4,0.83122,0.50493,0.16689,0.16206,64.07,6.53,26.16
29465,5,0.59619,0.41940,0.36339,0.58019,67.38,-3.06,86.40
29477,0,0.57045,-0.63762,0.29796,0.42338,-88.88,61.62,12.52
29477,1,0.84768,0.49604,0.12432,0.14117,61.43,4.06,21.32
29477,2,0.84749,0.49096,0.13696,0.14820,61.17,4.97,22.78
29477,3,0.82877,0.50052,0.17705,0.17682,63.94,6.69,28.26
29477,4,0.82912,0.50620,0.17301,0.16242,64.48,7.03,26.61
29477,5,0.59381,0.41769,0.36926,0.58015,67.74,-2.64,86.89
29489,0,0.56518,-0.64115,0.29865,0.42462,-90.07,61.89,11.88
29489,1,0.84602,0.49716,0.13068,0.14143,61.77,4.62,21.74
29489,2,0.84562,0.49229,0.14317,0.14862,61.54,5.50,23.21
29489,3,0.82684,0.50136,0.18347,0.17696,64.32,7.24,28.71
29489,4,0.82704,0.50731,0.17943,0.16263,64.88,7.57,27.07
29489,5,0.59156,0.41570,0.37525,0.58003,68.10,-2.19,87.39
29500,0,0.55977,-0.64492,0.29930,0.42563,-91.35,62.14,11.16
29500,1,0.84441,0.49810,0.13726,0.14155,62.09,5.21,22.17
29500,2,0.84376,0.49349,0.14960,0.14887,61.91,6.06,23.65
29500,3,0.82494,0.50205,0.19004,0.17694,64.68,7.81,29.16
29500,4,0.82496,0.50832,0.18597,0.16266,65.28,8.13,27.52
29500,5,0.58944,0.41352,0.38138,0.57976,68.45,-1.71,87.89
29512,0,0.55426,-0.64879,0.30005,0.42643,-92.71,62.37,10.35
29512,1,0.84281,0.49893,0.14397,0.14147,62.41,5.83,22.59
29512,2,0.84189,0.49460,0.15619,0.14899,62.29,6.64,24.09
29512,3,0.82300,0.50257,0.19713,0.17672,65.06,8.44,29.63
29512,4,0.82273,0.50927,0.19330,0.16243,65.71,8.78,28.01
29512,5,0.58730,0.41103,0.38788,0.57938,68.82,-1.19,88.41
29524,0,0.54841,-0.65298,0.30077,0.42709,-94.19,62.58,9.46
29524,1,0.84114,0.49962,0.15133,0.14129,62.75,6.51,23.04
29524,2,0.83992,0.49558,0.16354,0.14893,62.68,7.30,24.56
29524,3,0.82099,0.50301,0.20465,0.17627,65.45,9.13,30.11
29524,4,0.82051,0.51011,0.20076,0.16198,66.14,9.45,28.50
29524,5,0.58527,0.40834,0.39469,0.57874,69.21,-0.61,88.94
29536,0,0.54229,-0.65743,0.30164,0.42745,-95.82,62.77,8.42
29536,1,0.83943,0.50030,0.15899,0.14062,63.10,7.25,23.48
29536,2,0.83793,0.49658,0.17101,0.14841,63.08,8.00,25.00
29536,3,0.81882,0.50344,0.21297,0.17529,65.89,9.92,30.60
29536,4,0.81828,0.51089,0.20847,0.16111,66.59,10.17,28.97
29536,5,0.58327,0.40517,0.40238,0.57769,69.64,0.07,89.50
29548,0,0.53598,-0.66206,0.30263,0.42758,-97.56,62.94,7.28
29548,1,0.83756,0.50082,0.16772,0.13980,63.48,8.10,23.97
29548,2,0.83574,0.49768,0.17877,0.14798,63.52,8.72,25.48
29548,3,0.81673,0.50358,0.22132,0.17429,66.31,10.72,31.11
29548,4,0.81584,0.51154,0.21702,0.16012,67.07,10.97,29.49
29548,5,0.58134,0.40162,0.41002,0.57674,70.05,0.77,90.09
29560,0,0.52907,-0.66720,0.30344,0.42762,-99.47,63.09,6.03
29560,1,0.83576,0.50102,0.17657,0.13898,63.83,8.97,24.47
