,-0.60308,-0.00606,-1.03,-74.19,-0.09
14300,3,0.78478,0.01862,-0.61933,0.01427,2.85,-76.56,-0.17
14300,4,0.79782,-0.00806,-0.60281,-0.00586,-1.21,-74.15,0.08
14300,5,0.67400,0.35617,-0.57202,0.30275,55.52,-80.66,0.22
14312,0,0.99987,-0.01316,-0.00976,0.00032,-1.51,-1.12,0.05
14312,1,0.76203,-0.01189,-0.64735,-0.01014,-1.77,-80.70,-0.03
14312,2,0.78401,-0.03184,-0.61943,-0.02515,-4.65,-76.62,0.00
14312,3,0.78462,0.01869,-0.61953,0.01422,2.90,-76.59,-0.21
14312,4,0.79774,-0.00831,-0.60292,-0.00566,-1.35,-74.16,0.21
14312,5,0.67388,0.35593,-0.57219,0.30299,55.37,-80.70,0.37
14324,0,0.99986,-0.01354,-0.00981,0.00032,-1.55,-1.12,0.05
14324,1,0.76220,-0.01186,-0.64715,-0.01016,-1.74,-80.67,-0.05
14324,2,0.78386,-0.03198,-0.61960,-0.02506,-4.74,-76.65,0.08
14324,3,0.78456,0.01844,-0.61961,0.01443,2.73,-76.60,-0.05
14324,4,0.79787,-0.00812,-0.60275,-0.00582,-1.25,-74.14,0.11
14324,5,0.67404,0.35609,-0.57199,0.30282,55.44,-80.66,0.30
14334,0,0.99986,-0.01374,-0.00948,0.00033,-1.57,-1.09,0.05
14334,1,0.76202,-0.01188,-0.64736,-0.01014,-1.76,-80.70,-0.03
14334,2,0.78369,-0.03206,-0.61983,-0.02500,-4.79,-76.68,0.14
14334,3,0.78455,0.01874,-0.61962,0.01420,2.92,-76.60,-0.23
14334,4,0.79804,-0.00808,-0.60252,-0.00586,-1.22,-74.11,0.08
14334,5,0.67389,0.35623,-0.57213,0.30272,55.61,-80.67,0.13
14346,0,0.99986,-0.01389,-0.00912,0.00034,-1.59,-1.04,0.05
14346,1,0.76190,-0.01166,-0.64751,-0.01032,-1.56,-80.72,-0.22
14346,2,0.78386,-0.03214,-0.61961,-0.02493,-4.84,-76.65,0.19
14346,3,0.78452,0.01843,-0.61967,0.01443,2.73,-76.61,-0.05
14346,4,0.79787,-0.00807,-0.60275,-0.00588,-1.22,-74.14,0.07
14346,5,0.67401,0.35601,-0.57203,0.30290,55.38,-80.67,0.36
14358,0,0.99986,-0.01409,-0.00946,0.00034,-1.61,-1.08,0.05
14358,1,0.76207,-0.01174,-0.64731,-0.01024,-1.64,-80.69,-0.15
14358,2,0.78398,-0.03196,-0.61945,-0.02507,-4.72,-76.63,0.07
14358,3,0.78447,0.01814,-0.61973,0.01465,2.55,-76.62,0.13
14358,4,0.79802,-0.00796,-0.60255,-0.00597,-1.15,-74.11,0.01
14358,5,0.67386,0.35618,-0.57216,0.30278,55.57,-80.68,0.17
14370,0,0.99986,-0.01423,-0.00913,0.00035,-1.63,-1.05,0.05
14370,1,0.76190,-0.01173,-0.64751,-0.01025,-1.63,-80.72,-0.16
14370,2,0.78405,-0.03168,-0.61938,-0.02527,-4.55,-76.62,-0.09
14370,3,0.78453,0.01843,-0.61966,0.01443,2.73,-76.61,-0.05
14370,4,0.79795,-0.00768,-0.60264,-0.00618,-1.01,-74.12,-0.13
14370,5,0.67373,0.35632,-0.57229,0.30267,55.75,-80.69,-0.00
14381,0,0.99986,-0.01400,-0.00943,0.00034,-1.61,-1.08,0.05
14381,1,0.76194,-0.01203,-0.64746,-0.01000,-1.91,-80.71,0.12
14381,2,0.78419,-0.03154,-0.61919,-0.02536,-4.47,-76.59,-0.18
14381,3,0.78469,0.01851,-0.61945,0.01435,2.78,-76.58,-0.10
14381,4,0.79810,-0.00783,-0.60245,-0.00605,-1.09,-74.10,-0.05
14381,5,0.67393,0.35645,-0.57206,0.30252,55.77,-80.65,-0.02
14393,0,0.99986,-0.01391,-0.00980,0.00036,-1.59,-1.12,0.06
14393,1,0.76192,-0.01230,-0.64748,-0.00977,-2.17,-80.72,0.37
14393,2,0.78417,-0.03184,-0.61922,-0.02512,-4.66,-76.59,0.01
14393,3,0.78468,0.01823,-0.61946,0.01456,2.61,-76.58,0.07
14393,4,0.79797,-0.00800,-0.60262,-0.00593,-1.18,-74.12,0.04
14393,5,0.67397,0.35622,-0.57204,0.30271,55.57,-80.66,0.17
14404,0,0.99986,-0.01392,-0.00941,0.00037,-1.60,-1.08,0.06
14404,1,0.76207,-0.01217,-0.64731,-0.00989,-2.03,-80.69,0.24
14404,2,0.78401,-0.03172,-0.61942,-0.02520,-4.59,-76.62,-0.06
